Pro_1	Pro_2	Pro_3	Sen_1	Sen_2	Sen_3
C19orf35	0.32	0.19	0.19	0.45	0.43	0.49
C19orf38	0.43	0.29	0.46	0.34	0.42	0.9
C19orf43	324.51	311.89	314.58	418.91	377.3	441.8
C19orf44	3.81	4.37	4.3	5.36	5.27	3.77
C19orf45	0	0	0	0	0	0
C19orf47	14.29	13.67	14.16	21.12	15.61	17.93
C19orf48	28.76	28.24	31.34	28.02	18.85	22.03
C19orf52	23.95	23.21	22.37	36.22	34.07	30.86
C19orf53	163.03	163.65	156.83	231.63	249.78	235.52
C19orf54	6.36	8.01	6.92	2.16	3.63	2.51
C19orf57	0	0.16	0.13	0	0	0.13
C19orf60	66.39	63.68	57.52	66.05	71.21	73.27
C19orf66	40.51	43.34	44.91	43.9	48.01	44.58
C19orf67	0	0.14	0	0	0	0
C19orf68	9.27	9.13	9.45	13.04	15.16	13.43
C19orf70	73.84	71.59	69.9	110.25	115.14	131.97
C19orf71	6.36	6.8	4.96	10.44	6.09	6.66
C19orf73	0.53	1.15	0.23	0.34	0.48	0.3
C19orf80	0.22	0.36	0.2	0.28	0.13	0.13
C19orf81	0.13	0.14	0.45	0.82	0.46	0.59
C19orf84	0	0	0	0	0	0
C1D	45.77	50.01	48.11	40.18	44.21	42.98
C1GALT1	15.35	12.78	13.93	20.19	16.49	17.73
C1GALT1C1	20.44	22.05	21.06	27.97	27.61	28.04
C1GALT1C1L	0.4	0.18	0.14	0	0	0
C1QA	0	0	0	0	0	0
C1QB	0	0	0	0	0	0
C1QBP	160.12	134.04	152.21	273.37	230.04	255.23
C1QC	0	0	0	0	0	0
C1QL1	3.65	5.76	3.72	0.08	0.38	0.36
C1QL2	0	0	0	0	0	0.05
C1QL3	0.11	0.08	0.06	0	0.04	0.13
C1QL4	0.13	0.05	0.16	0	0	0
C1QTNF1	22.3	25.21	32.61	63.86	67.06	75.15
C1QTNF1-AS1	0	0	0.18	0.13	0.51	0.48
C1QTNF2	1.22	0.92	1.27	0.44	0.23	0.48
C1QTNF3	0.3	0.19	0.11	0	0.12	0.06
C1QTNF3-AMACR	0	0	0.71	0.13	0	0
C1QTNF4	0	0.22	0	0	0	0
C1QTNF5	11.93	19.66	20.71	1.41	1.75	1.74
C1QTNF6	6.05	8.66	7.41	2.37	3.92	2.67
C1QTNF7	3.93	4.97	4.49	0.98	1.33	1.03
C1QTNF8	0	0	0	0	0	0
C1QTNF9	0.42	1.04	0.43	0.07	0.08	0
C1QTNF9B	0.75	0.48	0.38	0	0	0.43
C1QTNF9B-AS1	3.47	3.13	4.77	2.72	2.45	2.35
C1R	344.34	569.16	566.8	28.45	26.3	28.88
C1RL	13.19	16.15	16.91	4.75	7	6.83
C1RL-AS1	1.42	1.92	1.96	0.66	1.31	0.96
C1S	207.49	358.1	384.08	46.79	44.85	48.67
C1orf100	0	0.19	0	0	0	0
C1orf101	0.27	0.39	0.26	0.15	0.4	0.14
C1orf105	0.1	0	0	0	0	0
C1orf106	0	0	0	0	0	0
C1orf109	13.25	15.08	13.1	11.27	10.2	10.83
C1orf110	0.06	0	0.11	0.23	0.07	0
C1orf111	0	0.09	0	0	0	0
C1orf112	2.79	2.79	2.37	1.62	1.66	1.18
C1orf115	14.59	13.08	14.58	4.85	6.53	6.09
C1orf116	0.02	0.06	0	0	0.1	0.1
C1orf122	93.72	106.27	104.82	123.83	98.66	109.59
C1orf123	51.97	57.21	47.18	25.36	21.76	24.31
C1orf127	0	0.04	0	0	0	0
C1orf131	15.99	16.8	17.19	11.69	6.64	9.08
C1orf137	0	0	0	0	0	0
C1orf140	0.24	0.09	0	0.05	0	0
C1orf141	0	0	0	0	0	0
C1orf145	1.42	3.11	1.89	0.9	0.77	0.81
C1orf146	0	0	0	0	0	0
C1orf158	0	0	0	0	0	0
C1orf159	9.09	7.29	8.75	14.91	12.59	12.8
C1orf162	0	0.34	0.18	0	0.25	0.12
C1orf167	0.07	0	0.08	0	0	0
C1orf168	0	0	0	0.03	0.03	0.24
C1orf174	26.84	27.87	23.5	25.14	25.26	23.88
C1orf177	0	0	0	0	0	0
C1orf185	0	0	0	0	0	0
C1orf186	0	0	0	0	0	0
C1orf189	0	0.15	0	0	0	0.16
C1orf194	0	0.15	0	0.17	0	0
C1orf195	0	0.28	0	0.33	0	0
C1orf198	141.22	116.89	113.44	56.05	61.41	47.43
C1orf204	0.69	0.57	0.49	1.16	0.38	0.67
C1orf21	5.99	5.39	5.42	2.48	3.43	2.77
C1orf210	0	0.07	0	0	0.08	0
C1orf216	17.56	17.2	19.84	29.66	24.35	27.94
C1orf220	0.88	0.54	0.56	0.18	0.17	0.12
C1orf226	0.49	0.85	0.51	0.34	0.24	0.23
C1orf228	0.66	0.6	0.29	0.56	0.8	0.63
C1orf229	0.2	0.09	0.21	0.26	0.15	0.19
C1orf233	14.24	14.58	15.24	10.75	12.79	11.94
C1orf234	0	0	0	0	0	0
C1orf27	8.78	7.86	8.6	7.51	7.39	7.72
C1orf35	18.08	16.81	16.01	29.61	24.46	26.14
C1orf43	220.98	210.15	225.4	189.05	169.78	186.48
C1orf50	15.16	14.78	16.07	20.27	16.49	19.93
C1orf52	16.86	18.01	16.77	16.95	16.62	17.31
C1orf53	6.52	6.35	6.66	3.16	3.16	3.85
C1orf54	42.06	48.72	49.14	29.59	37.79	31.8
C1orf56	3.02	4.16	2.65	1.29	0.96	1.69
C1orf61	0	0	0	0	0	0
C1orf64	0	0	0	0	0	0
C1orf68	0	0	0	0	0	0
C1orf74	1.46	1.37	1.17	1.59	1.05	1.26
C1orf87	0	0	0	0	0	0
C1orf94	0	0	0	0	0	0
C1orf95	0	0	0	0	0	0
C2	0.77	1.57	1.16	0.12	0.38	0.21
C2-AS1	0.13	0	0	0	0	0
C20orf141	0	0.36	0	0	0	0
C20orf144	0.18	0.78	0.63	0.91	1.72	0.41
C20orf166-AS1	0	0	0	0	0	0
C20orf173	0	0	0	0	0	0
C20orf194	27.75	25.95	24.58	24.46	26.73	20.49
C20orf195	0.43	0.37	0.9	0.33	1.24	0.39
C20orf196	4.14	3.55	3.81	1.43	3.33	3.34
C20orf197	0	0	0	0	0	0
C20orf202	0	0	0	0	0	0
C20orf203	0	0	0	0	0	0
C20orf24	172.8	158.2	166.34	324.53	259.7	304.09
C20orf27	52.56	45.71	54.05	99.98	109.97	113.89
C20orf62	0	0	0	0	0	0
C20orf78	0	0	0	0	0	0
C20orf85	0	0	0	0	0	0
C20orf96	10.73	12.45	10.8	11.26	11.75	10.19
C21orf140	0.6	0.87	0.88	0.26	0.36	0
C21orf2	21.68	21.78	19.17	11.83	9.85	9.88
C21orf33	48.82	51.99	53.92	48.4	48.75	51.62
C21orf58	2.99	2.58	3.42	1.1	1.52	1.47
C21orf59	36.8	37.86	38.83	76.01	70.21	72.11
C21orf62	0	0	0	0	0	0
C21orf62-AS1	0.63	0.69	0	0	0.1	0.18
C21orf91	8.22	8.47	7.68	4.85	6.07	4.85
C21orf91-OT1	0	0	0	0	0	0
C22orf15	0.45	0.61	0.99	0.14	0.14	0.39
C22orf23	13.63	12.54	11.26	14.52	16.39	12.75
C22orf24	0.32	0.17	0	0.31	0.48	0.18
C22orf29	16.44	15.04	14.34	18.51	24.08	17.39
C22orf31	0	0	0	0	0	0
C22orf34	0	0	0	0	0	0
C22orf39	14.88	16.25	15.4	9.85	10.42	10.22
C22orf42	0	0	0	0	0	0
C22orf46	8.23	8.78	7.66	4.07	4.74	3.97
C2CD2	29.65	29.12	26.71	265.74	304.51	221.23
C2CD2L	7.9	9.35	7.73	30.75	33.83	31.31
C2CD3	8.6	7.86	7.91	6.4	6.82	5.21
C2CD4A	0	0	0	0.03	0.03	0
C2CD4B	0	0	0	0	0	0
C2CD4C	0	0.06	0	0.04	0.07	0.1
C2CD4D	0.05	0	0	0.15	0.3	0.27
C2CD5	19.98	17.23	18.7	5.74	6.16	5.11
C2orf15	0.33	0	0.12	0.08	0	0.08
C2orf16	0.72	0.66	0.53	0.54	0.49	0.47
C2orf27A	4.09	4.47	4.08	2.97	2.62	2.67
C2orf27B	0	0	0	0	0	0
C2orf40	0	0	0	0	0	0
C2orf42	10.88	10.93	8.97	9.53	9.21	7.53
C2orf44	8.41	7.57	7.7	13.69	12.38	11.9
C2orf47	14.24	16.63	17.53	21.96	16.59	17.54
C2orf48	0.1	0.11	0.09	0	0	0
C2orf49	10.98	10.02	10.44	11.52	10.89	10.05
C2orf50	0	0	0	0	0	0
C2orf54	0	0	0	0	0	0
C2orf57	0	0	0	0	0	0
C2orf61	0.11	0	0.19	0	0	0
C2orf66	0.04	0.04	0.07	0.36	0.25	0.23
C2orf68	9.25	9.92	10.97	5.17	7.53	6.37
C2orf69	15.36	14.05	12.75	18.96	12.33	15.57
C2orf70	0	0	0	0	0	0
C2orf71	0	0	0	0	0	0
C2orf72	0.03	0.03	0	0.78	0.31	0.93
C2orf73	0.05	0	0	0	0	0
C2orf74	22.24	21.15	20.03	12.26	8.71	12.58
C2orf76	6.45	5.41	9.25	5.57	5.86	8.03
C2orf78	0	0	0	0	0	0
C2orf80	0	0	0	0	0	0
C2orf81	1.73	2.12	2.03	1.96	2.64	2.28
C2orf82	0.68	0.49	0	0.58	1.09	1.04
C2orf83	0	0	0	0	0.06	0
C2orf88	0.65	0.8	0.55	0.06	0.14	0.05
C2orf91	0	0.05	0.04	0	0	0
C3	0.16	0.52	0.92	96.09	97.08	109.41
C3AR1	0.99	0.41	0.58	0.84	0.28	0.87
C3P1	0	0	0	0	0	0
C3orf14	4.17	7.73	7.94	2.47	2.72	3.83
C3orf17	17.01	17.68	17.78	18.27	15.28	16.93
C3orf18	11.65	10.99	11.71	10.17	9.39	11.28
C3orf20	0	0.07	0	0.04	0.04	0.04
C3orf22	0	0	0	0	0	0
C3orf30	0	0	0	0	0	0
C3orf33	5.44	5.38	6.12	2.91	2.42	3.14
C3orf35	0.26	0.19	0.09	0.07	0.42	0.6
C3orf36	0	0	0	0	0	0
C3orf38	23.48	24.92	25.06	17.35	14.56	17.63
C3orf49	0.15	0.08	0	0.09	0	0
C3orf52	3.6	2.06	2.62	14.13	8.54	10.27
C3orf56	0	0	0	0	0	0
C3orf58	6.56	7.47	7.9	15.55	8.4	11.58
C3orf62	2.21	2.64	3.1	3.19	2.83	2.17
C3orf67	1.35	1.64	1.57	1.28	0.73	1.07
C3orf67-AS1	0	0	0	0	0	0
C3orf70	0.08	0.02	0.03	0	0	0
C3orf79	0	0	0	0	0	0
C3orf80	0.11	0.08	0	0.05	0.09	0.08
C3orf84	0	0	0	0	0	0
C4A	1.95	5.43	3.6	0.16	0.23	0.08
C4B	1.58	3.65	2.31	0.11	0.08	0.09
C4BPA	0	0.04	0	0	0	0
C4BPB	0.2	0	0	0	0	0
C4B_2	1.58	3.65	2.31	0.11	0.08	0.09
C4orf17	0	0	0	0	0	0
C4orf19	0	0.03	0	0	0	0
C4orf22	0.54	0.59	0.38	1.38	1.27	0.75
C4orf26	0	0	0	8.72	3.9	6.2
C4orf27	31.77	33.26	34.67	11.72	12.45	14.28
C4orf29	4.34	3.61	4.06	4.99	6.99	5.69
C4orf3	85.71	87.75	105.64	169.09	124.23	169.58
C4orf32	5.39	3.72	4	2.65	2.82	2.92
C4orf33	8.3	8.22	6.93	2.4	2.07	2.27
C4orf36	1.17	1.62	0.75	0.95	0.64	0.37
C4orf45	0.24	0.13	0.21	0	0	0
C4orf46	2.33	1.71	3.52	3.13	2.81	3.2
C4orf47	0.39	0.11	0.17	2.14	1.19	2.72
C4orf48	109.4	113.08	123.03	145.8	135.53	152.45
C4orf51	0	0	0	0	0	0
C5	2.1	1.81	1.5	0.76	0.5	0.42
C5AR1	1.44	1.58	1.99	0.35	0.52	0.54
C5AR2	0	0	0.11	0.88	1.49	0.72
C5orf15	147.1	149.92	164.56	157.53	147.45	150.02
C5orf17	0	0	0	0	0	0
C5orf22	25.72	22.87	22.95	16.6	15.87	12.85
C5orf24	61.49	63.06	62.48	65.14	60.16	57.36
C5orf28	16.06	15.58	16.88	14.05	10.83	12.94
C5orf30	12.84	11.85	12.37	7.88	9.04	7.43
C5orf34	1.94	2.16	1.58	1.2	2.13	0.99
C5orf38	0	0.15	0	0	0	0
C5orf42	6.61	6.93	6.72	5.94	6.86	5.08
C5orf45	4.94	4.9	6.51	6.97	9.98	8.65
C5orf46	0	0	0	0	0	0.22
C5orf47	0	0	0	0	0	0
C5orf49	0.08	0	0	0	0	0
C5orf51	23.35	21.8	20.22	16.85	20.22	15.58
C5orf52	0	0	0	0	0	0
C5orf56	8.33	12.43	9.38	2.48	5.71	4.04
C5orf58	0	0	0	0	0	0
C5orf60	0.08	0	0	0	0	0
C5orf63	2.67	1.91	0.6	1.47	0.78	1.1
C5orf64	0	0	0	0	0	0
C5orf66	5.37	7.48	6.5	1.59	2.7	2.01
C5orf66-AS1	0	0.38	0.2	0.15	0	0.13
C5orf66-AS2	0	0	0.07	0	0	0
C5orf67	0.2	0.11	0	0	0	0
C6	0.1	0.19	0.17	0.03	0	0.03
C6orf1	49.19	47.97	43.61	43.71	44.67	45.95
C6orf10	0	0	0	0	0	0
C6orf106	78.88	78.09	74.97	73.7	97.17	73.88
C6orf118	0	0	0	0	0	0
C6orf120	41.99	43.29	42.15	36.8	25.84	32.47
C6orf132	7.7	6.12	6.9	7.13	5.49	6.42
C6orf136	11.01	10.18	11.05	9.71	10.81	9.63
C6orf141	0	0	0	0	0	0
C6orf15	0	0	0	0	0	0
C6orf163	0.29	0.08	0.38	0.09	0.26	0.08
C6orf165	0.04	0.27	0.29	0.85	0.85	0.86
C6orf201	0.93	1.07	1.17	0.7	1.09	0.77
C6orf203	19.43	17.22	17.98	27.12	19.62	28.29
C6orf222	0	0	0	0	0	0
C6orf223	0	0	0	0.03	0.03	0.06
C6orf226	6.47	6.47	5.87	4.98	2.68	2.77
C6orf229	0	0	0	0	0	0
C6orf25	0.04	0.09	0	0	0	0
C6orf47	27.72	28.14	25.64	27.3	25.53	25.77
C6orf48	785.53	861.79	773.46	279.77	221.89	252.09
C6orf52	0.47	0.77	0	0.98	1.02	1.28
C6orf58	0.31	0	0.14	0.4	0	0.45
C6orf62	175.63	165.69	160.23	120.18	93.74	106.32
C6orf7	0	0	0	0	0	0
C6orf89	56.58	58.74	59.05	44.28	45.06	43.6
C6orf99	0.32	0.43	0	0.2	0.19	0.18
C7	0.72	1.69	1.27	0	0	0.03
C7orf13	4.46	4.93	4.57	6.25	5.12	4.88
C7orf25	19.66	16.06	19.76	26.42	19.67	25.27
C7orf26	20.72	23.2	22.63	25.71	27.46	24.66
C7orf31	4.54	4.13	3.7	0.42	0.21	0.4
C7orf33	0	0	0	0	0	0
C7orf34	0	0	0	0	0	0
C7orf43	20.31	20.92	21.08	33.13	25.31	27.77
C7orf49	40.99	46.32	39.01	29.95	22.33	27.38
C7orf50	106.98	96.15	97.23	98.1	78.96	102.01
C7orf55	2.71	2.54	3.42	3.78	3.69	6.17
C7orf55-LUC7L2	9.86	7.37	11.43	14.51	10.9	14.46
C7orf57	0	0	0	0	0.06	0.1
C7orf60	18.1	18.59	20.55	14.48	12.14	13.26
C7orf61	0.85	0.52	0.84	1.1	1.15	0.99
C7orf62	0	0	0	0	0	0
C7orf65	0.16	0.1	0	0	0.04	0
C7orf66	0	0	0	0	0	0
C7orf69	2.25	1.15	3.18	0.15	0	0.69
C7orf71	0	0.08	0	0	0	0
C7orf72	0	0	0	0	0	0
C7orf73	81.46	86.73	78.83	52.86	48.72	55.68
C7orf76	0	0	0	0	0	0
C7orf77	0	0	0	0	0	0
C8A	0	0	0	0.2	0.09	0.18
C8B	0.04	0	0	0	0.05	0
C8G	0.22	0.12	0.19	0.28	0.13	0.51
C8orf22	0	0	0	0	0	0
C8orf31	4.86	5.51	4.14	6.32	6.31	6.55
C8orf33	40.54	38.66	37.69	46.29	31.8	37.36
C8orf34	0.54	0.41	0.3	0.22	0.29	0.2
C8orf34-AS1	0	0	0	0	0	0
C8orf37	2.33	1.7	2.36	0.86	1.75	1.11
C8orf37-AS1	0.29	0	0	0	0	0
C8orf4	1.05	1.59	1.23	55	55.33	50.83
C8orf44	1.21	0.91	1.13	0.6	0.45	0.77
C8orf44-SGK3	0.97	1.17	1.88	0.34	1	1.48
C8orf46	0.18	0.11	0.23	0.2	0	0.09
C8orf48	4.76	4.93	3.29	3.22	2.42	3.19
C8orf49	0	0	0	0	0	0
C8orf58	26.6	22.2	22.02	27.61	17.79	24.84
C8orf59	42.27	44.16	47.94	47.45	42.83	44.87
C8orf74	0	0	0	0	0	0
C8orf76	25.33	24.07	22.91	32.21	27.37	30.95
C8orf82	22.47	21.8	20.81	19.71	20.88	21.4
C8orf86	0	0	0.16	0	0	0
C8orf87	0	0	0	0	0	0
C8orf88	21.03	17.29	16.46	5.47	4.99	4.13
C8orf89	0.18	0	0	0	0	0
C9	0	0	0	0	0	0
C9orf106	0	0	0	0	0	0
C9orf114	11.64	11.96	10.91	12.21	12.68	11.91
C9orf116	3.41	5.43	5.05	6.65	5.94	4.09
C9orf117	1.29	0.82	0.76	2.48	2.08	2.85
C9orf129	0	0	0	0	0	0
C9orf131	0.03	0.09	0	0	0.03	0
C9orf135	0	0	0	0	0	0
C9orf135-AS1	0	0	0	0	0	0
C9orf139	0	0	0	0	0.06	0
C9orf142	19.5	23.18	26.83	21.05	18.12	20.03
C9orf152	0.14	0.15	0.06	0	0.08	0.04
C9orf153	0	0	0	0	0	0.06
C9orf156	10.44	7.87	8.32	6.56	4.56	5.38
C9orf16	82.62	101.02	102.96	177.94	208.71	184.45
C9orf163	0.11	0.12	0.31	0.32	0.3	0.16
C9orf170	0.21	0.17	0.23	0	0.19	0.12
C9orf171	0.05	0	0.09	0	0	0.06
C9orf172	4.67	4.67	3.44	5.16	6.29	5.64
C9orf173	0.18	0.27	0	0.13	0.24	0.12
C9orf173-AS1	0.05	0.07	0.19	0.07	0	0
C9orf24	0.18	0	0.14	0.34	0	0
C9orf3	26.18	25.85	23.42	10.73	10.13	11.99
C9orf40	6.12	5.45	4.78	7.81	7.03	7.02
C9orf41	9	9.49	8.31	15.95	16.45	14.1
C9orf41-AS1	0.05	0.06	0	0	0.13	0
C9orf43	0.52	0.41	0.58	0.56	0.42	0.71
C9orf47	0.23	0.42	0.31	0.2	0.21	0.13
C9orf50	0.38	0.25	0.4	0.29	0.22	0.14
C9orf57	0	0	0	0	0	0
C9orf62	0	0	0	0	0	0
C9orf64	9.35	8.54	7.41	6.81	7.8	6.08
C9orf66	0	0	0	0	0	0
C9orf69	48.62	44.32	45.64	79.94	66.06	75.2
C9orf72	3.06	3.17	3.4	9.12	9.3	9.53
C9orf78	59.37	57.97	59.79	107.8	91.64	104.51
C9orf84	0.19	0.22	0.17	0	0	0.04
C9orf85	14.87	14.33	11.3	12.88	11.46	11.09
C9orf89	55.07	53.78	49.09	90.48	114.93	109.06
C9orf9	3.83	4.05	5.8	3.16	2.32	3
C9orf91	6.99	7.88	7.1	3.26	3.3	3.07
C9orf92	0	0	0	0	0	0
CA1	0	0	0	0	0	0
CA10	0	0	0	0	0	0
CA11	3.41	3.37	3.16	0.22	0.95	0.32
CA12	14.85	11.34	10.13	14.54	16.32	18.89
CA13	1.54	1.1	0.82	1.41	0.91	1.11
CA14	0	0.06	0.09	0	0.12	0
CA2	0	0	0	0	0.07	0
CA3	0	0.06	0.09	0.07	0.26	0.12
CA3-AS1	0	0	0	0	0	0
CA4	0	0	0	0	0	0
CA5A	0	0	0	0	0	0
CA5B	3.67	4.53	3.77	1.42	1.61	1.38
CA5BP1	19.2	17.76	16.57	30.02	29.89	28.87
CA6	0	0	0	0.12	0	0
CA7	0	0.13	0	0.21	0.58	0.48
CA8	0	0	0.07	0.1	0.1	0
CA9	0.84	1.44	0.74	10.57	4.63	11.23
CAAP1	24.28	29.11	27.2	20.16	19.76	20.31
CAB39	57.6	54.87	55.04	95	105.94	94.89
CAB39L	22.05	22.43	23.96	20.38	25.79	20.82
CABIN1	30.36	31.41	29.91	36.21	39.84	33.88
CABLES1	7.58	9.41	8.06	2.6	2.73	2.82
CABLES2	6.28	6.1	5.88	3.67	3.69	3.41
CABP1	0.08	0	0.32	4.97	4.15	8.39
CABP2	0	0	0	0	0	0
CABP4	0	0	0	0	0.03	0
CABP5	0	0.06	0	0	0	0
CABP7	0.03	0.07	0.12	0.44	0.28	0.12
CABS1	0	0	0	0	0	0
CABYR	7.39	7.58	6.17	6.17	9.4	7.53
CACFD1	13.55	15.79	12.63	4.17	4.86	3.89
CACHD1	5.47	5.56	4.89	5.95	9.03	6.98
CACNA1A	2	2.19	2.4	1.96	2.06	1.92
CACNA1B	0.02	0.02	0	0	0.08	0.04
CACNA1C	5.59	5.97	4.61	0.86	1.23	0.85
CACNA1C-AS1	0.09	0.1	0.16	0	0.1	0
CACNA1C-AS2	0	0	0	0	0.2	0
CACNA1C-AS4	0	0	0	0	0	0
CACNA1C-IT2	0	0	0	0	0	0
CACNA1C-IT3	0	0	0	0	0	0
CACNA1D	0	0	0	0	0.01	0
CACNA1E	0	0.01	0	0	0.01	0
CACNA1F	0	0	0	0	0	0
CACNA1G	0.07	0.13	0.08	0.04	0.13	0.04
CACNA1G-AS1	0	0	0	0	0	0
CACNA1H	0.45	0.57	0.31	0.54	0.96	0.42
CACNA1I	0.02	0.02	0	0.01	0.01	0.01
CACNA1S	0	0	0	0	0.14	0.13
CACNA2D1	42.07	43.27	47.28	25.65	22.22	22.34
CACNA2D2	0.08	0.13	0.06	0.04	0.14	0.09
CACNA2D3	0.59	0.51	0.61	5.01	4.22	5.15
CACNA2D3-AS1	0	0	0	0.06	0	0
CACNA2D4	0.03	0.04	0	0.3	0.22	0.19
CACNB1	5.46	4.77	7.34	5.61	6.99	6.07
CACNB2	0.21	0.46	0.21	0.03	0.08	0.08
CACNB3	29.8	34.55	31.07	22.47	22.64	26.2
CACNB4	0.08	0.04	0.02	0.04	0	0.03
CACNG1	0	0	0	0	0.09	0
CACNG2	0	0	0	0	0	0
CACNG3	0	0	0	0	0	0
CACNG4	0.32	0.2	0.28	0.03	0.1	0.03
CACNG5	0	0	0	0	0	0
CACNG6	0	0	0	0	0	0.13
CACNG7	0.08	0.26	0.07	0.55	1.18	0.36
CACNG8	0	0	0	0.04	0.09	0.02
CACTIN	20.94	19.33	19.38	24.08	22.53	22.69
CACTIN-AS1	0.59	0.47	0.49	0.94	1.11	0.3
CACUL1	31.29	29.02	26.49	34.94	36.69	31.28
CACYBP	45.41	39.27	40.37	47.66	44.09	48.38
CAD	26.04	22.12	21.74	25.79	24.9	22.38
CADM1	396.08	412.93	383.21	64.75	58.99	52.88
CADM2	0	0	0	0	0	0.01
CADM2-AS2	0	0	0	0	0	0
CADM3	0	0	0	0	0	0
CADM3-AS1	0	0	0	0	0	0
CADM4	3.02	3.08	2.15	3.29	10.08	4.46
CADPS	0	0	0	0.13	0.23	0.18
CADPS2	0.41	0.3	0.19	0	0.02	0.02
CAGE1	0	0.03	0	0.08	0	0.1
CAHM	0.54	0.48	0	0.84	0.66	0.25
CALB1	0.04	0	0	0	0	0
CALB2	0.76	0.89	1.03	0.44	0.16	0.63
CALCA	0	0	0	0	0	0
CALCB	0	0	0	0	0	0
CALCOCO1	49.9	56.53	58.69	51.93	78.54	55.19
CALCOCO2	69.13	67.84	70.38	70.52	65.76	68.5
CALCR	0	0	0	0	0	0.03
CALCRL	1.18	1.69	0.87	0.61	1.23	0.8
CALD1	727.64	722.46	718.31	341.38	379.42	344.16
CALHM1	0	0	0	0	0	0
CALHM2	7.33	8.51	8.85	1.79	3.08	2.93
CALHM3	0	0	0	0	0.07	0
CALM1	188.12	161.18	157.73	244.94	247.78	245.01
CALM2	1942.64	1829.42	1967.01	1521.4	1445.44	1589.43
CALM3	374.45	317.37	338.06	407.39	418.74	420.93
CALML3	0	0	0	0	0	0
CALML3-AS1	0	0	0	0	0	0
CALML4	1.93	1.96	1.71	1.11	1.22	1.31
CALML5	0	0	0	0	0	0
CALML6	0.34	0.38	0.15	0.11	0.52	0.5
CALN1	0	0	0	0	0.01	0.01
CALR	1415.23	1528.88	1488.89	1727.91	1485.74	1484.84
CALR3	0	0	0	0	0	0.08
CALU	286.71	293.44	352.96	351.77	391.65	368.45
CALY	0.29	1.91	1.2	1	2.82	1.91
CAMK1	22.24	24.07	28.49	18.08	14.55	16.32
CAMK1D	7.35	8.03	6.18	4.72	4.44	4.87
CAMK1G	0	0	0	0.38	0.49	0.17
CAMK2A	0.02	0.16	0	0	0.16	0.02
CAMK2B	0.11	0.1	0.03	0.3	0.82	0.32
CAMK2D	62.46	54.54	55.37	16.13	15.96	13.04
CAMK2G	19.53	21	23.03	27.33	31.38	27.53
CAMK2N1	162.51	174.05	166.27	112.75	142.12	133.59
CAMK2N2	1.78	1.43	1.21	7.76	7.82	6.5
CAMK4	2.48	1.65	1.8	1.78	3.7	1.79
CAMKK1	4.76	3.47	4.19	4.57	3.97	4.56
CAMKK2	31.46	31.63	31.43	28.26	27.14	28.36
CAMKMT	8.4	7.57	9.79	12.02	12.57	10.67
CAMKV	0	0	0	0	0	0
CAMLG	40.67	48.46	46.73	51.1	55.81	53.08
CAMP	0	0	0	0	0	0
CAMSAP1	20.61	20.61	19.16	27.49	26.42	24.83
CAMSAP2	38.27	36.94	35.01	41.61	44.46	39.16
CAMSAP3	0	0.02	0	0.06	0	0.05
CAMTA1	68	69.17	76.66	76.01	92.79	87.97
CAMTA2	34.65	34.8	30.22	35.71	39.32	34.41
CAND1	84.28	81.54	80.2	76.15	75.89	68.96
CAND1.11	0.28	0.1	0	0.36	0.11	0.32
CAND2	8.85	8.62	10.25	1.03	2.04	1.42
CANT1	64.59	64.08	62	143.67	119.07	133.99
CANX	484.5	483.88	481.52	485.62	357.65	390.15
CAP1	467.31	393.51	450.48	814.08	882.97	854.62
CAP2	52.73	45.76	48.51	23	20.25	22.64
CAPG	64.65	45.24	54.6	48.06	58.21	60.17
CAPN1	111.29	107.38	126.01	165.71	179.57	175.73
CAPN10	13.52	13.54	13.89	20.47	21.94	24.04
CAPN10-AS1	0.78	0.8	0.45	0.45	0.52	0.38
CAPN11	0	0	0	0	0.04	0.12
CAPN12	0.46	0.36	0.64	0.27	0.26	0.11
CAPN13	0	0	0	0	0	0
CAPN14	0.16	0.18	0.08	0.03	0.11	0.05
CAPN15	35.08	36.16	27.67	50.73	41.62	40.84
CAPN2	503.93	417.51	463.58	693.5	741.59	682.09
CAPN3	0.93	0.89	0.63	0.19	0.42	0.53
CAPN5	15.99	16.12	17.3	24.54	31.63	24.94
CAPN6	0	0	0	0	0	0.03
CAPN7	32.09	31.63	27.33	21.15	19.91	18.75
CAPN8	0	0	0	0	0	0
CAPN9	0	0	0	0	0	0
CAPNS1	603.53	547.56	613.12	490.7	532.3	517.05
CAPNS2	0	0	0	0	0	0.11
CAPRIN1	159.35	153.76	155.36	177.84	160.25	156.24
CAPRIN2	7.96	7.74	7.7	7.17	10.55	7.69
CAPS	3.41	4.34	2.71	0.82	1.14	1.03
CAPS2	366.47	480.28	495.45	161.82	264.05	177.61
CAPSL	0.2	0.22	0.52	0	0.12	0
CAPZA1	195.44	183.07	202.17	269.49	263.55	273.99
CAPZA2	150.78	144.99	145.49	151.91	141.1	150.05
CAPZA3	0	0	0	0	0	0.1
CAPZB	433.98	428.1	425.18	513.24	551.14	534.3
CARD10	11.33	10.08	8.48	8.03	7.72	6.24
CARD11	0.14	0.11	0.11	0.03	0.02	0.07
CARD14	0.54	0.28	0.49	0.25	0.23	0.21
CARD16	162.03	145.76	139.58	33.86	54.46	35.83
CARD17	0.23	0	0	0	0	0
CARD18	0	0	0	0	0	0
CARD6	1.12	0.91	1.24	4.71	4.63	4.16
